url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,translated,Relevant,phaseout
https://x.com/macronikki/status/1911728663164264719,https://twitter.com/macronikki/status/1911728663164264719,1911728663164264719,"@News5PH Nagpaka-Fast too furious na naman tong mga jeepney drivers na to. At this point hindi modernization ng jeepney ang kailangan, driver’s ed dapat.",0,0,5,0,Mon Apr 14 10:30:06 +0000 2025,0,FALSE,FALSE,"@News5PH has been fast too furious again jeepney drivers.At this point not modernization of jeepney is needed, driver's ed should.",TRUE,TRUE
https://x.com/wesomesauceman/status/1911719505576738940,https://twitter.com/wesomesauceman/status/1911719505576738940,1911719505576738940,"They run red lights. They travel at night with the headlights off. They drive as if they're in F1. 

Yes to jeepney modernization!",0,0,0,0,Mon Apr 14 09:53:42 +0000 2025,0,FALSE,TRUE,"They run red lights.They travel at night with the headlights off.They drive as if they're in F1.

Yes to jeepney modernization!",TRUE,TRUE
https://x.com/IDKWYGD/status/1911533107528057056,https://twitter.com/IDKWYGD/status/1911533107528057056,1911533107528057056,"@MMDA LOOK AT THE TIRES! KALBONG KALBO NA!. 

Eto yung mga taong TUTOL sa Jeepney modernization pero AYAW MAG MAINTENANCE ng sasakyan nila samantalang araw araw nila itong napapakinabangan. ilang tao pa ba ang dapat masawi?",0,0,2,0,Sun Apr 13 21:33:02 +0000 2025,0,FALSE,FALSE,"@MMDA look at the tires!Kalabong bald na!.

Here are the people who oppose jeepney modernization but do not want to maintain their car while they benefit every day.How many more people should be killed?",TRUE,FALSE
https://x.com/momshiedivine/status/1911436583208628431,https://twitter.com/momshiedivine/status/1911436583208628431,1911436583208628431,Yes to jeepney modernization please lang @risahontiveros,0,0,0,0,Sun Apr 13 15:09:28 +0000 2025,0,FALSE,TRUE,Yes to jeepney modernization please just @risahontiveros,TRUE,TRUE
https://x.com/little_b_o_y/status/1911392506014560343,https://twitter.com/little_b_o_y/status/1911392506014560343,1911392506014560343,No to Jeepney modernization sabi ng NPASalot and friends,0,0,0,0,Sun Apr 13 12:14:20 +0000 2025,0,FALSE,TRUE,No to jeepney modernization says npasalot and friends,TRUE,FALSE
https://x.com/ClownWorldClown/status/1911299985913585726,https://twitter.com/ClownWorldClown/status/1911299985913585726,1911299985913585726,"@MMDA This is why we need JEEPNEY MODERNIZATION!

Yung mga driver at operator nalang ba talaga ang may karapatang umangal?!

The public deserves a SAFE and CONVENIENT public transport! @DOTrPH @bongbongmarcos",0,0,4,0,Sun Apr 13 06:06:41 +0000 2025,0,FALSE,FALSE,"@MMDA this is why we need jeepney modernization!

Do drivers and operators really have the right to cry?!

The public deserves a safe and convenient public transport!@DOTRPH @bagbongmarcos",TRUE,TRUE
https://x.com/Prokopio/status/1911299872424415261,https://twitter.com/Prokopio/status/1911299872424415261,1911299872424415261,"@MMDA This tragedy, speeding jeepney overturned claiming lives, exposes the real cost of outdated PUVs.

Asan na kaya ‘yong mga anti-phaseout advocates?

They called modernization ""anti-poor,"" pero what about the passengers who paid the ultimate price?

#JeepneyModernization",0,0,1,0,Sun Apr 13 06:06:14 +0000 2025,0,FALSE,FALSE,"@MMDA this tragedy, speeding jeepney overturned claiming lives, exposes the real cost of outdated PUVs.

Where are those anti-phaseout advocates?

They called modernization ""anti-poor,"" but what about the passengers who paid the ultimate price?

#JeepneyModernization",TRUE,TRUE
https://x.com/joulesTree/status/1911294837409923328,https://twitter.com/joulesTree/status/1911294837409923328,1911294837409923328,"@MMDA Iyan ang resulta ng patuloy na pagsunod ng LTO sa mga may-ari ng jeepney kaya ilang taon na ay hindi pa din napapatupad ang modernization ng jeepneys.
May mga namatay na. Ano pa ba hinihintay nyo? Dumami pa ang mamatay at maaksidente dahil sa mga jeepney at mga drivers nito?",0,0,0,0,Sun Apr 13 05:46:14 +0000 2025,0,FALSE,FALSE,"@MMDA That's the result of the LTO's continued compliance with jeepney owners so several years the modernization of jeepneys has not been implemented.
Some have died.What are you waiting for?More and more people die and accidents due to jeepneys and drivers?",TRUE,TRUE
https://x.com/VoyagerXmen/status/1911251640772174213,https://twitter.com/VoyagerXmen/status/1911251640772174213,1911251640772174213,"kaya ayaw ng modernization ng mga jeepney drivers kasi ito ang gusto nila, mga kamoteng mga jeepney drivers. dapat talaga alisin ang mga jeepney sa mga highways, ang jeep pang passenger lang hindi pang karera. https://t.co/3ST63iTNgx",0,0,0,0,Sun Apr 13 02:54:35 +0000 2025,0,FALSE,FALSE,"So the modernization of jeepney drivers doesn't want them because they like it, handmade jeepney drivers.Jeepneys should really be removed from highways, the jeep passenger is not a career.https://t.co/3st63itngx",TRUE,TRUE
https://x.com/panaynewsdotnet/status/1911181282224251128,https://twitter.com/panaynewsdotnet/status/1911181282224251128,1911181282224251128,"""Iloilo's transport sector is at a crossroads. The Department of Transportation’s push to modernize the public utility jeepney (PUJ) system through the Public Utility Vehicle Modernization Program has sparked both hope and concern...""

https://t.co/g4jRPNudkr",0,0,0,0,Sat Apr 12 22:15:00 +0000 2025,0,FALSE,FALSE,"""Iloilo's transport sector is at a crossroads. The Department of Transportation's push to modernize the public utility jeepney (PUJ) system through the public utility vehicle modernization program has sparked both hope and concern ...""

https://t.co/g4jrpnudkr",TRUE,
https://x.com/newieeeecarp/status/1909279697281917111,https://twitter.com/newieeeecarp/status/1909279697281917111,1909279697281917111,"@werqisha ghourl, regarding sa tweet na yan i'm into the usage of AI but at some extent and besides tanga namang yang take na yan from JC

the OP uses AI to inform ppl and protest about how massive the jeepney phaseout will affect our transporation and labor.",0,1,7,0,Mon Apr 07 16:18:47 +0000 2025,0,FALSE,FALSE,"@werqisha ghourl, regarding that tweet I'm into the usage of Ai but at some extent and besides Tanga naman yang take that from JC

The op uses Ai to inform PPL and protest about how massive the jeepney phaseout will affect our transport and labor.",TRUE,FALSE
https://x.com/chasingstaku/status/1904166257836089518,https://twitter.com/chasingstaku/status/1904166257836089518,1904166257836089518,"May protest pala yung Manibela kanina? A few months ago, I was there, witnessing how they passionately fought for their rights and raised their voices to oppose the jeepney phaseout. It was a very powerful moment as they stood up for justice. BALIK NA BA KO MEDIA? ☹️☹️
#MANIBELA",0,1,1,0,Mon Mar 24 13:39:48 +0000 2025,0,FALSE,FALSE,"Does the steering wheel have a protest earlier?A few months ago, I was there, witnessing how they passionately fought for their rights and raised their voices to oppose the jeepney phaseout.It was a very powerful moment as they stood up for justice.Am I back media?☹️☹️
#Manibela",TRUE,FALSE
https://x.com/tinigngplaridel/status/1903730458573279596,https://twitter.com/tinigngplaridel/status/1903730458573279596,1903730458573279596,"On March 19, transport group Manibela announced that they will be conducting a three-day transport strike starting tomorrow, March 24, to protest the alleged inaccuracy of jeepney consolidation figures reported by transportation authorities.",1,1,0,0,Sun Mar 23 08:48:05 +0000 2025,0,FALSE,FALSE,"On March 19, transport group steering wheel announced that they will be conducting a three-day transport strike starting tomorrow, March 24, to protest the alleged inaccuracy of jeepney consolidation figures reported by transportation authorities.",TRUE,FALSE
https://x.com/bncdotph/status/1903368510941925499,https://twitter.com/bncdotph/status/1903368510941925499,1903368510941925499,"In a statement today, Pasang Masda National President Obet Martin said that the group will not join Manibela’s three-day jeepney strike starting on Monday to protest against the government’s jeepney modernization program.

https://t.co/M8vcNbf8NY",0,0,0,0,Sat Mar 22 08:49:50 +0000 2025,0,FALSE,FALSE,"In a statement today, Pasang Masda National President Obet Martin said that the group will not join the steering wheel's three-day jeepney strike starting on Monday to protest against the government's jeepney modernization program.

https://t.co/M8VCNBF8NY",TRUE,FALSE
https://x.com/newswatchplusph/status/1902906594461094017,https://twitter.com/newswatchplusph/status/1902906594461094017,1902906594461094017,"WATCH: Transportation Secretary Vince Dizon appeals for a dialogue with transport group Manibela to discuss their concerns on the jeepney modernization program.  

The group began its protest today ahead of its scheduled three-day transport strike on March 24-26 | @bylancemejico https://t.co/zZRTvV5Ywr",0,0,2,0,Fri Mar 21 02:14:21 +0000 2025,0,FALSE,FALSE,"WATCH: Transportation Secretary Vince Dizon Appeals for a dialogue with transport group steering wheel to discuss their concerns on the jeepney modernization program.

The group began its protest today ahead of its scheduled three-day transport strike on March 24-26 |@bylacemejico https://t.co/ZZRTVV5YWR",TRUE,
https://x.com/bylancemejico/status/1902904168937034149,https://twitter.com/bylancemejico/status/1902904168937034149,1902904168937034149,"WATCH: Transportation Secretary Vince Dizon appeals for a dialogue with transport group Manibela to discuss their concerns on the jeepney modernization program.

The group began its protest today ahead of its scheduled three-day transport strike on March 24-26 @newswatchplusph https://t.co/rewWlU5y0Z",0,0,0,0,Fri Mar 21 02:04:42 +0000 2025,0,FALSE,FALSE,"WATCH: Transportation Secretary Vince Dizon Appeals for a dialogue with transport group steering wheel to discuss their concerns on the jeepney modernization program.

The group began its protest today ahead of its scheduled three-day transport strike on March 24-26 @newswatchplusph https://t.co/RewwLu5y0z",TRUE,
https://x.com/gmanews/status/1902902984893190317,https://twitter.com/gmanews/status/1902902984893190317,1902902984893190317,"Transport group MANIBELA conducted Friday morning a jeepney strike in different parts of Metro Manila, days ahead of their announced protest action supposed to start on Monday, March 24.

Click the photo to read more: https://t.co/eGcA88vV81",0,0,4,0,Fri Mar 21 02:00:00 +0000 2025,0,FALSE,FALSE,"Transport Group Manibela Conducted Friday morning a jeepney strike in different parts of Metro Manila, days ahead of their announced protest action supposed to start on Monday, March 24.

CLICK THE PHOTO TO READ MORE: https://t.co/Egca88VV81",TRUE,FALSE
https://x.com/newswatchplusph/status/1902895734074249639,https://twitter.com/newswatchplusph/status/1902895734074249639,1902895734074249639,"LOOK: Transportation Secretary Vince Dizon meets PISTON led by Mody Floranda, in a protest held outside the DOTr office in San Juan City. The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program | @bylancemejico https://t.co/zSm4Zumivc",3,0,3,0,Fri Mar 21 01:31:11 +0000 2025,0,FALSE,FALSE,"LOOK: Transportation Secretary Vince Dizon Meets Piston Led by Mody Floranda, in a protest held outside the DOTr Office in San Juan City.The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program |@bylacemejico https://t.co/zsm4zumivc",TRUE,FALSE
https://x.com/bylancemejico/status/1902894949525491767,https://twitter.com/bylancemejico/status/1902894949525491767,1902894949525491767,"LOOK: Transportation Secretary Vince Dizon meets PISTON led by Mody Floranda, in a protest held outside the DOTr office in San Juan city. The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program @newswatchplusph https://t.co/Lw2RDrwMis",0,0,0,0,Fri Mar 21 01:28:04 +0000 2025,0,FALSE,FALSE,"LOOK: Transportation Secretary Vince Dizon Meets Piston Led by Mody Floranda, in a protest held outside the DOTr Office in San Juan City.The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program @newswatchplusph https://t.co/lw2rdrwmis",TRUE,FALSE
https://x.com/UST_ABSC/status/1902593395442291064,https://twitter.com/UST_ABSC/status/1902593395442291064,1902593395442291064,In protest of the PUV Modernization Program’s allegedly inaccurate jeepney consolidation figures presented by LTO and DOT.,0,0,0,0,Thu Mar 20 05:29:48 +0000 2025,0,FALSE,FALSE,In protest of the PUV Modernization Program's allegedly inaccurate jeepney consolidation figures presented by LTO and DOT.,TRUE,FALSE
https://x.com/pistonph/status/1881522161313005924,https://twitter.com/pistonph/status/1881522161313005924,1881522161313005924,"🚨 For many jeepney drivers, today's big-time oil price hike translates to daily fuel expenses soaring to approximately P1,800 — an amount that exceeds both the NCR minimum wage of P645 and the family living wage of P1,200.

This is further compounded by regressive taxes on fuel such as VAT and excise tax that disproportionately affect the poor while allowing billionaires to benefit from tax breaks. PISTON estimates that jeepney drivers have lost around a total of P6,400 of income due to these oil taxes since the beginning of the year. 

READ MORE ➡️ https://t.co/sODDtkU9rl",10,0,15,0,Tue Jan 21 02:00:14 +0000 2025,1,FALSE,FALSE,"🚨 For many jeepney drivers, today's big-time oil price hikes translates to daily fuel expenses soaring to approximately P1,800-an amount that exceeds both the NCR minimum wage of P645 and the family living wage of P1,200.

This is further compounded by regressive taxes on fuel such as VAT and excise tax that disproportionately affect the poor while allowing billionaires to benefit from tax breaks.Piston estimates that jeepney drivers have lost around a total of P6,400 of income due to these oil taxes since the beginning of the year.

READ MORE ➡️ https://t.co/soddtku9rl",TRUE,FALSE
https://x.com/catpukeph/status/1785603864231874908,https://twitter.com/catpukeph/status/1785603864231874908,1785603864231874908,"Dahil sa mga jeepney drivers, mayroong makabuluhan at matipid na paraan ng transportasyon sa harap ng siklo ng walang patid na pag-taas ng pamumuhay. Kasabay nito, patuloy rin ang panawagan natin para sa tunay na living wage at patuloy na pagtutol sa charter change.",0,1,7,0,Wed May 01 09:35:10 +0000 2024,0,FALSE,FALSE,"Due to jeepney drivers, there is a significant and economical way of transportation in front of the cycle of uninterrupted lifestyle.At the same time, we also continue to call for real living wage and continue to resist Charter Change.",TRUE,FALSE
https://x.com/CEGPhils/status/1785495970794619181,https://twitter.com/CEGPhils/status/1785495970794619181,1785495970794619181,"More labor unions unite in Morayta to showcase their calls for living wage, with jeepney drivers call to junk the PUV Modernization Program.

The LaSallian reports: https://t.co/dgZInWDV0A",0,1,2,0,Wed May 01 02:26:27 +0000 2024,0,FALSE,TRUE,"More labor unions unite in Morayta to showcase their calls for living wage, with jeepney drivers call to junk the PUV modernization program.

The Lasallian Reports: https://t.co/dgzinwdv0a",TRUE,FALSE
https://x.com/CEGPhils/status/1785433012005700044,https://twitter.com/CEGPhils/status/1785433012005700044,1785433012005700044,"""LIVING WAGE, HINDI CHARTER CHANGE!""

On the third day of the nationwide strike, jeepney drivers-operators, workers, and youth groups unite to oppose anti-people policies of foreign ownership in education, livelihood, sovereignty.

#NoToJeepneyPhaseout
#SahodItaas
#PresyoIbaba https://t.co/30GMDQD3ST",14,1,14,2,Tue Apr 30 22:16:16 +0000 2024,0,FALSE,FALSE,"""Living wage, not charter change!""

On the third day of the nationwide strike, jeepney drivers-operators, workers, and youth groups unite to oppose anti-people policies of foreign ownership in education, livelihood, sovereignty.

#NotojeepneyPhaseout
#Sahoditaas
""",TRUE,FALSE
https://x.com/AdUStudentGovt/status/1780549037797831137,https://twitter.com/AdUStudentGovt/status/1780549037797831137,1780549037797831137,"minimum wage a living wage — NO to Jeepney Phaseout!

#FALCONquers 
#KasamaKabosesKlasmeyt 
#NoToJeepneyPhaseout",0,0,2,0,Wed Apr 17 10:49:06 +0000 2024,1,FALSE,FALSE,"Minimum wage a living wage - no to jeepney phaseout!

#FalConquers
#SoSklasklasMeyt
#NotojeepneyPhaseout",TRUE,FALSE
https://x.com/zryanverse/status/1743877683652796435,https://twitter.com/zryanverse/status/1743877683652796435,1743877683652796435,If 1 jeepney can ferry 192 passengers per day then that’s 11.9M passengers per day IF all 62k NCR jeepneys are on the road at the same time (they are not for obvious reasons). There must be a way to make it more efficient &amp; give a living wage for everyone in the transport sector.,2,0,2,0,Sun Jan 07 06:10:14 +0000 2024,0,FALSE,TRUE,If 1 jeepney can ferry 192 passengers per day then that's 11.9m passengers per day if all 62k NCR jeepneys are on the road at the same time (they are not for obvious reasons).There must be a way to make it more efficient & amp;Give a living wage for everyone in the transport sector.,TRUE,
https://x.com/zryanverse/status/1742857405560717644,https://twitter.com/zryanverse/status/1742857405560717644,1742857405560717644,"if a new jeepney costs 1M &amp; driver would be borrowing money to pay for it. if loan is for 5 years then 1000000/5/12 = 16,666 /mo. PHP757 /day. at PHP20 per passenger that's 40 passengers only for loan. No gasoline, living wage, maintenance or other fees. PHP50 is not unreasonable",3,1,9,1,Thu Jan 04 10:36:00 +0000 2024,0,FALSE,TRUE,"If a new jeepney costs 1m & amp;Driver would be borrowing money to pay for it.If loan is for 5 years then 1000000/5/12 = 16,666/mo.Php757 /day.At Php20 per passenger that's 40 passengers only for loan.No gasoline, living wage, maintenance or other fees.Php50 is not unreasonable",TRUE,TRUE
https://x.com/Eliadeia/status/1632207313670119424,https://twitter.com/Eliadeia/status/1632207313670119424,1632207313670119424,Jeepney drivers do not even earn enough money that is equivalent to  the living wage; It is still not enough to meet their basic necessities everyday yet you're planning to execute this impractical plan?,0,0,0,0,Sun Mar 05 02:32:03 +0000 2023,0,FALSE,FALSE,Jeepney drivers do not even earn enough money that is equivalent to the living wage;It is still not enough to meet their basic necessities everyday yet you're planning to execute this impractical plan?,TRUE,FALSE
https://x.com/laonglaan_phil/status/1631864488499744771,https://twitter.com/laonglaan_phil/status/1631864488499744771,1631864488499744771,"@Ted_Cordero @gmanews With everything passed on to commuters (thanks to parasitic privatization), imagine a daily wage earner living outside of metro manila carrying the effects of high modern jeepney fare.

The majority of them live outside the metro. Of course these aren't considered by our geniuses",0,1,0,0,Sat Mar 04 03:49:47 +0000 2023,0,FALSE,FALSE,"@Ted_cordero @gmanews with everything passed on to commuters (thanks to parasitic privatization), imagine a daily wage earner living outside of Metro Manila carrying the effects of high modern jeepney fare.

The majority of them live outside the metro.Of course these aren't considered by our geniuses",TRUE,FALSE
https://x.com/xiao_jie_bao/status/1630924149039448064,https://twitter.com/xiao_jie_bao/status/1630924149039448064,1630924149039448064,"before anyone can come to me, i am living sa bukid, i need to sakay a trike &amp; 2 jeepney rides to go to work. Going home, i need a 3 jeepney rides and 1 trike (more than half of my wage goes to transpo) SO??? Imagine",0,1,0,0,Wed Mar 01 13:33:12 +0000 2023,0,FALSE,FALSE,"Before anyone can come to me, I am living on the farm, I need to ride a trike & amp;2 jeepney rides to go to work.Going home, I need a 3 jeepney rides and 1 trike (more than half of my wage goes to transpo) so ???Imagine",TRUE,FALSE
https://x.com/howoonuggets/status/1912989900804370797,https://twitter.com/howoonuggets/status/1912989900804370797,1912989900804370797,What if #SoonHoon Filo AU with Jeepney driver Soonyoung at ang asawa niyang si Jihoon na lagi siyang pinag iingat. https://t.co/wQMK497olN,3,0,15,0,Thu Apr 17 22:01:48 +0000 2025,4,FALSE,TRUE,What if #SoonHoon filo au with jeepney driver Soonyoung and his wife Jihoon who always cared for him.https://t.co/wqmk497oln,FALSE,
https://x.com/BeAnINQUIRER/status/1912792962037424326,https://twitter.com/BeAnINQUIRER/status/1912792962037424326,1912792962037424326,"Meanwhile, social media users praised the jeepney driver for letting his pet stay by his side and the dog for being well-behaved. | @edlyrandioINQ",1,1,0,0,Thu Apr 17 08:59:14 +0000 2025,0,FALSE,FALSE,"Meanwhile, social media users praised the jeepney driver for letting his pet stay by his side and the dog for being well-behaved.|@edlyrandioinq",FALSE,
https://x.com/ABSCBNNews/status/1912765470786154602,https://twitter.com/ABSCBNNews/status/1912765470786154602,1912765470786154602,From ‘manong’ to ‘ahjussi’: Lipa jeepney driver wows netizens with Korean skills https://t.co/xPqyKScs9W,1,0,2,0,Thu Apr 17 07:10:00 +0000 2025,1,FALSE,FALSE,From 'Manong' to 'Ahjussi': Lipa Jeepney Driver Wows Netizens with Korean Skills https://t.co/xpqykscs9W,FALSE,
https://x.com/lordesummer/status/1912702228256944479,https://twitter.com/lordesummer/status/1912702228256944479,1912702228256944479,Taylor Swift ang playlists ni Kuyang Jeepney Driver 💗,0,0,1,0,Thu Apr 17 02:58:42 +0000 2025,0,FALSE,FALSE,Taylor Swift is the playlists of my jeepney driver 💗,FALSE,
https://x.com/D_anpanman/status/1912525828132597939,https://twitter.com/D_anpanman/status/1912525828132597939,1912525828132597939,"sabay sabay ba naman nag mass stream mga tatay ng sunday tsaka mga jeepney at fx driver 😎

thank u po 😎 patuloy po nating suportahan si jay 🥰",0,0,2,0,Wed Apr 16 15:17:45 +0000 2025,0,FALSE,TRUE,"At the same time, Sunday's mass streams are mass streams of jeepneys and fx drivers 😎

Thank u po 😎 We will continue to support Jay 🥰",FALSE,
https://x.com/dreadfuldeceit/status/1912508354112696598,https://twitter.com/dreadfuldeceit/status/1912508354112696598,1912508354112696598,@syoinjail yes MAFUYU JEEPNEY DRIVER PEAKKK,0,0,1,0,Wed Apr 16 14:08:18 +0000 2025,0,FALSE,FALSE,@Syoinjail yes mafuyu jeepney driver peakkk,FALSE,
https://x.com/hearleorawr/status/1912447333905887383,https://twitter.com/hearleorawr/status/1912447333905887383,1912447333905887383,omg thank you kuya jeepney driver!!! kulang barya ko pero tinanggap niya 🥹🥹 sorry po huhuhu,0,0,2,0,Wed Apr 16 10:05:50 +0000 2025,0,FALSE,FALSE,OMG thank you kuya jeepney driver !!!I didn't have a coin but he accepted 🥹🥹 sorry po huhuhu,FALSE,
https://x.com/luvs4ymshr/status/1912400509354549573,https://twitter.com/luvs4ymshr/status/1912400509354549573,1912400509354549573,@plrise feeling ko siya yung type na naupo sa tabi ng jeepney driver tapos nakikipagtitigan sa mga pasahero sa likod sa salamin HAHAHAHA,0,1,15,0,Wed Apr 16 06:59:46 +0000 2025,0,FALSE,FALSE,@Plrise I feel like he's the type sitting next to the jeepney driver and then staring at the passengers behind the mirror hahahaha,FALSE,
https://x.com/nueieun/status/1912341127551762556,https://twitter.com/nueieun/status/1912341127551762556,1912341127551762556,super thoughtful talaga ng mga jeepney driver na naglalagay ng mini fan sa harap para sa passenger princess nila. i'm super duper thankful po &gt;.&lt;,0,0,0,0,Wed Apr 16 03:03:49 +0000 2025,0,FALSE,FALSE,Super thoughtful of jeepney drivers who put a mini fan in front for their passenger princess.I'm super duper thankful po & gt ;. & lt;,FALSE,
https://x.com/PWEETERZONE/status/1912335256658813159,https://twitter.com/PWEETERZONE/status/1912335256658813159,1912335256658813159,"My kwentong jeepney:
I was in Diliman and sumakay ako ng jeep na pa-Quezon Av. Umupo ako sa tabi ni Manong Driver and nagkwentuhan pa kame. Sobrang bangag ko from work, bumaba ako ng jeep without giving my bayad. Wondering why may barya sa pocket ko which is intended for the fare",0,2,2,0,Wed Apr 16 02:40:29 +0000 2025,0,FALSE,TRUE,"My Story Jeepney:
I was in Diliman and I rode a jeep in Quezon av.I sat down next to the driver and we talked.I was so tired from work, I got off a jeep without giving my fee.Wondering why there is a coin in my pocket which is intended for the fare",FALSE,
