url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,translated,Relevant,phaseout,sentiment,sentiment_score
https://x.com/joulesTree/status/1911294837409923328,https://twitter.com/joulesTree/status/1911294837409923328,1911294837409923328,"@MMDA Iyan ang resulta ng patuloy na pagsunod ng LTO sa mga may-ari ng jeepney kaya ilang taon na ay hindi pa din napapatupad ang modernization ng jeepneys.
May mga namatay na. Ano pa ba hinihintay nyo? Dumami pa ang mamatay at maaksidente dahil sa mga jeepney at mga drivers nito?",0,0,0,0,Sun Apr 13 05:46:14 +0000 2025,0,False,False,"@MMDA That's the result of the LTO's continued compliance with jeepney owners so several years the modernization of jeepneys has not been implemented.
Some have died.What are you waiting for?More and more people die and accidents due to jeepneys and drivers?",True,True,negative,-0.7807
https://x.com/VoyagerXmen/status/1911251640772174213,https://twitter.com/VoyagerXmen/status/1911251640772174213,1911251640772174213,"kaya ayaw ng modernization ng mga jeepney drivers kasi ito ang gusto nila, mga kamoteng mga jeepney drivers. dapat talaga alisin ang mga jeepney sa mga highways, ang jeep pang passenger lang hindi pang karera. https://t.co/3ST63iTNgx",0,0,0,0,Sun Apr 13 02:54:35 +0000 2025,0,False,False,"So the modernization of jeepney drivers doesn't want them because they like it, handmade jeepney drivers.Jeepneys should really be removed from highways, the jeep passenger is not a career.https://t.co/3st63itngx",True,True,positive,0.3134
https://x.com/newieeeecarp/status/1909279697281917111,https://twitter.com/newieeeecarp/status/1909279697281917111,1909279697281917111,"@werqisha ghourl, regarding sa tweet na yan i'm into the usage of AI but at some extent and besides tanga namang yang take na yan from JC

the OP uses AI to inform ppl and protest about how massive the jeepney phaseout will affect our transporation and labor.",0,1,7,0,Mon Apr 07 16:18:47 +0000 2025,0,False,False,"@werqisha ghourl, regarding that tweet I'm into the usage of Ai but at some extent and besides Tanga naman yang take that from JC

The op uses Ai to inform PPL and protest about how massive the jeepney phaseout will affect our transport and labor.",True,False,negative,-0.3612
https://x.com/chasingstaku/status/1904166257836089518,https://twitter.com/chasingstaku/status/1904166257836089518,1904166257836089518,"May protest pala yung Manibela kanina? A few months ago, I was there, witnessing how they passionately fought for their rights and raised their voices to oppose the jeepney phaseout. It was a very powerful moment as they stood up for justice. BALIK NA BA KO MEDIA? ☹️☹️
#MANIBELA",0,1,1,0,Mon Mar 24 13:39:48 +0000 2025,0,False,False,"Does the steering wheel have a protest earlier?A few months ago, I was there, witnessing how they passionately fought for their rights and raised their voices to oppose the jeepney phaseout.It was a very powerful moment as they stood up for justice.Am I back media?☹️☹️
#Manibela",True,False,negative,-0.2422
https://x.com/tinigngplaridel/status/1903730458573279596,https://twitter.com/tinigngplaridel/status/1903730458573279596,1903730458573279596,"On March 19, transport group Manibela announced that they will be conducting a three-day transport strike starting tomorrow, March 24, to protest the alleged inaccuracy of jeepney consolidation figures reported by transportation authorities.",1,1,0,0,Sun Mar 23 08:48:05 +0000 2025,0,False,False,"On March 19, transport group steering wheel announced that they will be conducting a three-day transport strike starting tomorrow, March 24, to protest the alleged inaccuracy of jeepney consolidation figures reported by transportation authorities.",True,False,negative,-0.3612
https://x.com/bncdotph/status/1903368510941925499,https://twitter.com/bncdotph/status/1903368510941925499,1903368510941925499,"In a statement today, Pasang Masda National President Obet Martin said that the group will not join Manibela’s three-day jeepney strike starting on Monday to protest against the government’s jeepney modernization program.

https://t.co/M8vcNbf8NY",0,0,0,0,Sat Mar 22 08:49:50 +0000 2025,0,False,False,"In a statement today, Pasang Masda National President Obet Martin said that the group will not join the steering wheel's three-day jeepney strike starting on Monday to protest against the government's jeepney modernization program.

https://t.co/M8VCNBF8NY",True,False,negative,-0.5248
https://x.com/gmanews/status/1902902984893190317,https://twitter.com/gmanews/status/1902902984893190317,1902902984893190317,"Transport group MANIBELA conducted Friday morning a jeepney strike in different parts of Metro Manila, days ahead of their announced protest action supposed to start on Monday, March 24.

Click the photo to read more: https://t.co/eGcA88vV81",0,0,4,0,Fri Mar 21 02:00:00 +0000 2025,0,False,False,"Transport Group Manibela Conducted Friday morning a jeepney strike in different parts of Metro Manila, days ahead of their announced protest action supposed to start on Monday, March 24.

CLICK THE PHOTO TO READ MORE: https://t.co/Egca88VV81",True,False,negative,-0.3612
https://x.com/newswatchplusph/status/1902895734074249639,https://twitter.com/newswatchplusph/status/1902895734074249639,1902895734074249639,"LOOK: Transportation Secretary Vince Dizon meets PISTON led by Mody Floranda, in a protest held outside the DOTr office in San Juan City. The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program | @bylancemejico https://t.co/zSm4Zumivc",3,0,3,0,Fri Mar 21 01:31:11 +0000 2025,0,False,False,"LOOK: Transportation Secretary Vince Dizon Meets Piston Led by Mody Floranda, in a protest held outside the DOTr Office in San Juan City.The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program |@bylacemejico https://t.co/zsm4zumivc",True,False,negative,-0.25
https://x.com/bylancemejico/status/1902894949525491767,https://twitter.com/bylancemejico/status/1902894949525491767,1902894949525491767,"LOOK: Transportation Secretary Vince Dizon meets PISTON led by Mody Floranda, in a protest held outside the DOTr office in San Juan city. The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program @newswatchplusph https://t.co/Lw2RDrwMis",0,0,0,0,Fri Mar 21 01:28:04 +0000 2025,0,False,False,"LOOK: Transportation Secretary Vince Dizon Meets Piston Led by Mody Floranda, in a protest held outside the DOTr Office in San Juan City.The agency will hold a dialogue with the transport group about their concerns on the jeepney modernization program @newswatchplusph https://t.co/lw2rdrwmis",True,False,negative,-0.25
https://x.com/UST_ABSC/status/1902593395442291064,https://twitter.com/UST_ABSC/status/1902593395442291064,1902593395442291064,In protest of the PUV Modernization Program’s allegedly inaccurate jeepney consolidation figures presented by LTO and DOT.,0,0,0,0,Thu Mar 20 05:29:48 +0000 2025,0,False,False,In protest of the PUV Modernization Program's allegedly inaccurate jeepney consolidation figures presented by LTO and DOT.,True,False,negative,-0.25
https://x.com/pistonph/status/1881522161313005924,https://twitter.com/pistonph/status/1881522161313005924,1881522161313005924,"🚨 For many jeepney drivers, today's big-time oil price hike translates to daily fuel expenses soaring to approximately P1,800 — an amount that exceeds both the NCR minimum wage of P645 and the family living wage of P1,200.

This is further compounded by regressive taxes on fuel such as VAT and excise tax that disproportionately affect the poor while allowing billionaires to benefit from tax breaks. PISTON estimates that jeepney drivers have lost around a total of P6,400 of income due to these oil taxes since the beginning of the year. 

READ MORE ➡️ https://t.co/sODDtkU9rl",10,0,15,0,Tue Jan 21 02:00:14 +0000 2025,1,False,False,"🚨 For many jeepney drivers, today's big-time oil price hikes translates to daily fuel expenses soaring to approximately P1,800-an amount that exceeds both the NCR minimum wage of P645 and the family living wage of P1,200.

This is further compounded by regressive taxes on fuel such as VAT and excise tax that disproportionately affect the poor while allowing billionaires to benefit from tax breaks.Piston estimates that jeepney drivers have lost around a total of P6,400 of income due to these oil taxes since the beginning of the year.

READ MORE ➡️ https://t.co/soddtku9rl",True,False,negative,-0.34
https://x.com/catpukeph/status/1785603864231874908,https://twitter.com/catpukeph/status/1785603864231874908,1785603864231874908,"Dahil sa mga jeepney drivers, mayroong makabuluhan at matipid na paraan ng transportasyon sa harap ng siklo ng walang patid na pag-taas ng pamumuhay. Kasabay nito, patuloy rin ang panawagan natin para sa tunay na living wage at patuloy na pagtutol sa charter change.",0,1,7,0,Wed May 01 09:35:10 +0000 2024,0,False,False,"Due to jeepney drivers, there is a significant and economical way of transportation in front of the cycle of uninterrupted lifestyle.At the same time, we also continue to call for real living wage and continue to resist Charter Change.",True,False,positive,0.2023
https://x.com/CEGPhils/status/1785495970794619181,https://twitter.com/CEGPhils/status/1785495970794619181,1785495970794619181,"More labor unions unite in Morayta to showcase their calls for living wage, with jeepney drivers call to junk the PUV Modernization Program.

The LaSallian reports: https://t.co/dgZInWDV0A",0,1,2,0,Wed May 01 02:26:27 +0000 2024,0,False,True,"More labor unions unite in Morayta to showcase their calls for living wage, with jeepney drivers call to junk the PUV modernization program.

The Lasallian Reports: https://t.co/dgzinwdv0a",True,False,neutral,0.0
https://x.com/CEGPhils/status/1785433012005700044,https://twitter.com/CEGPhils/status/1785433012005700044,1785433012005700044,"""LIVING WAGE, HINDI CHARTER CHANGE!""

On the third day of the nationwide strike, jeepney drivers-operators, workers, and youth groups unite to oppose anti-people policies of foreign ownership in education, livelihood, sovereignty.

#NoToJeepneyPhaseout
#SahodItaas
#PresyoIbaba https://t.co/30GMDQD3ST",14,1,14,2,Tue Apr 30 22:16:16 +0000 2024,0,False,False,"""Living wage, not charter change!""

On the third day of the nationwide strike, jeepney drivers-operators, workers, and youth groups unite to oppose anti-people policies of foreign ownership in education, livelihood, sovereignty.

#NotojeepneyPhaseout
#Sahoditaas
""",True,False,positive,0.1511
https://x.com/AdUStudentGovt/status/1780549037797831137,https://twitter.com/AdUStudentGovt/status/1780549037797831137,1780549037797831137,"minimum wage a living wage — NO to Jeepney Phaseout!

#FALCONquers 
#KasamaKabosesKlasmeyt 
#NoToJeepneyPhaseout",0,0,2,0,Wed Apr 17 10:49:06 +0000 2024,1,False,False,"Minimum wage a living wage - no to jeepney phaseout!

#FalConquers
#SoSklasklasMeyt
#NotojeepneyPhaseout",True,False,negative,-0.3595
https://x.com/zryanverse/status/1742857405560717644,https://twitter.com/zryanverse/status/1742857405560717644,1742857405560717644,"if a new jeepney costs 1M &amp; driver would be borrowing money to pay for it. if loan is for 5 years then 1000000/5/12 = 16,666 /mo. PHP757 /day. at PHP20 per passenger that's 40 passengers only for loan. No gasoline, living wage, maintenance or other fees. PHP50 is not unreasonable",3,1,9,1,Thu Jan 04 10:36:00 +0000 2024,0,False,True,"If a new jeepney costs 1m & amp;Driver would be borrowing money to pay for it.If loan is for 5 years then 1000000/5/12 = 16,666/mo.Php757 /day.At Php20 per passenger that's 40 passengers only for loan.No gasoline, living wage, maintenance or other fees.Php50 is not unreasonable",True,True,negative,-0.1027
https://x.com/Eliadeia/status/1632207313670119424,https://twitter.com/Eliadeia/status/1632207313670119424,1632207313670119424,Jeepney drivers do not even earn enough money that is equivalent to  the living wage; It is still not enough to meet their basic necessities everyday yet you're planning to execute this impractical plan?,0,0,0,0,Sun Mar 05 02:32:03 +0000 2023,0,False,False,Jeepney drivers do not even earn enough money that is equivalent to the living wage;It is still not enough to meet their basic necessities everyday yet you're planning to execute this impractical plan?,True,False,neutral,0.0
https://x.com/laonglaan_phil/status/1631864488499744771,https://twitter.com/laonglaan_phil/status/1631864488499744771,1631864488499744771,"@Ted_Cordero @gmanews With everything passed on to commuters (thanks to parasitic privatization), imagine a daily wage earner living outside of metro manila carrying the effects of high modern jeepney fare.

The majority of them live outside the metro. Of course these aren't considered by our geniuses",0,1,0,0,Sat Mar 04 03:49:47 +0000 2023,0,False,False,"@Ted_cordero @gmanews with everything passed on to commuters (thanks to parasitic privatization), imagine a daily wage earner living outside of Metro Manila carrying the effects of high modern jeepney fare.

The majority of them live outside the metro.Of course these aren't considered by our geniuses",True,False,positive,0.4404
https://x.com/xiao_jie_bao/status/1630924149039448064,https://twitter.com/xiao_jie_bao/status/1630924149039448064,1630924149039448064,"before anyone can come to me, i am living sa bukid, i need to sakay a trike &amp; 2 jeepney rides to go to work. Going home, i need a 3 jeepney rides and 1 trike (more than half of my wage goes to transpo) SO??? Imagine",0,1,0,0,Wed Mar 01 13:33:12 +0000 2023,0,False,False,"Before anyone can come to me, I am living on the farm, I need to ride a trike & amp;2 jeepney rides to go to work.Going home, I need a 3 jeepney rides and 1 trike (more than half of my wage goes to transpo) so ???Imagine",True,False,neutral,0.0
https://x.com/JeromeAdonis_/status/1905802101386883332,https://twitter.com/JeromeAdonis_/status/1905802101386883332,1905802101386883332,"Magandang umaga po sa ating mga tsuperheroes 😎

#NoToPUVPhaseout 
#JunkOilDeregulationLaw
#SahodItaasPresyoIbaba https://t.co/k7lsFqPjHJ",4,0,17,0,Sat Mar 29 02:00:03 +0000 2025,0,False,False,"Good morning to our Tsuperheroes 😎

#NotopuvPhaseout
#JunkilderDeregulationLal
#SahoditaSaPrIababababa https://t.co/K7LSFQPJHJ",True,False,positive,0.7096
https://x.com/maydaymidya/status/1900430371550093482,https://twitter.com/maydaymidya/status/1900430371550093482,1900430371550093482,"#FromTheArchives: Under Duterte’s militarized lockdown, jeepney drivers were among thousands who could not work due to mobility restrictions, and without aid from the government.

WATCH: https://t.co/esCCgfm3l4

#DutertePanagutin
#NoToJeepneyPhaseout
#NoToPUVPhaseout",0,1,0,0,Fri Mar 14 06:14:43 +0000 2025,0,False,False,"#FromTheArchives: Under Duterte's militarized lockdown, jeepney drivers were among thousands who could not work due to mobility restrictions, and without aid from the government.

WATCH: https://t.co/SCCGFM3L4

#DutertePan Answer
#NotojeepneyPhaseout
#NotopuvPhaseout",True,False,neutral,0.0
https://x.com/mikeetsukinoko/status/1897637316216467617,https://twitter.com/mikeetsukinoko/status/1897637316216467617,1897637316216467617,PISTON and Manibela vindicated! ginulo ang kabuhayan ng libo-libong draybers at opereytors para sa isang hilaw na programa at patuloy pa rin ang pagkabig ng kasalukuyang admin dito. #NoToPUVPhaseout,0,0,1,0,Thu Mar 06 13:16:07 +0000 2025,0,False,True,PISTON and steering wheel vindicated!The livelihoods of thousands of draybers and operators were disrupted for a raw program and the current admin continued to be overwhelmed.#NotopuvPhaseout,True,False,positive,0.2942
https://x.com/_wastedwanderer/status/1893325359409430665,https://twitter.com/_wastedwanderer/status/1893325359409430665,1893325359409430665,"Modernisasyon na makatarungan, hindi yung may mababalewala, maiiwan, at mawawalan ng kabuhayan!!

#NoToJeepneyPhaseout
#NoToPUVPhaseout
#StopBiyahengImpyerno2024
#StopBiyahengImpyerno2025
#CommutersFightBack
#MarcosPahirap",0,0,1,0,Sat Feb 22 15:41:56 +0000 2025,0,False,True,"Modernization that is fair, not to be ignored, left behind, and losing your livelihood !!

#NotojeepneyPhaseout
#NotopuvPhaseout
#StopbiyaHeg Government2024
#StopbiyaHeg Government2025
#COMMUTERSFIGHTBACK
#Marcospahirap",True,False,positive,0.4671
https://x.com/fatimania_ns/status/1883401692789760081,https://twitter.com/fatimania_ns/status/1883401692789760081,1883401692789760081,"Nice, pero still, #NoToPUVPhaseout #NoToJeepneyPhaseout",0,0,4,0,Sun Jan 26 06:28:50 +0000 2025,0,False,True,"Nice, but still, #NotopuvPhaseout #NotojeEpneyPhaseout",True,False,positive,0.2263
https://x.com/sulaym4nnn/status/1870490160871408056,https://twitter.com/sulaym4nnn/status/1870490160871408056,1870490160871408056,"me rn s super ultra mega overloaded n mini bus:

PALPAK NA PUVMP, IBASURA! 

#TanggolPasada
#PUVPhaseoutIbasura  
#NoToPUVPhaseout  
#TransportWorkersFightBack https://t.co/7bvX4yHymp",0,0,1,0,Sat Dec 21 15:23:01 +0000 2024,0,False,True,"me rn s super ultra mega overloaded n mini bus:

PUVMP PAKE, IT!

#Tanggalpada
#PUVPhaseoutInibasura
#NotopuvPhaseout
#TransportWorkersFightback https://t.co/7BVX4YHYMP",True,False,positive,0.636
https://x.com/uplbperspective/status/1861715218998694273,https://twitter.com/uplbperspective/status/1861715218998694273,1861715218998694273,"This caused a greater need for transportation at night and prompted the extention of the operating hours of ELF-JODAI jeepneys.

#UPLBupdates
#NoToPUVPhaseout",0,0,0,0,Wed Nov 27 10:14:31 +0000 2024,0,False,False,"This caused a greater need for transportation at night and prompted the extention of the operating hours of Elf-Jodai jeepneys.

#UplBupdates
#NotopuvPhaseout",True,False,positive,0.3612
https://x.com/uplbperspective/status/1861715215840325924,https://twitter.com/uplbperspective/status/1861715215840325924,1861715215840325924,"Meanwhile, reports recently surfaced of ""habal"" drivers and students availing habal services being asked for their IDs before entering the campus.

#UPLBupdates
#NoToPUVPhaseout",0,1,0,0,Wed Nov 27 10:14:31 +0000 2024,0,False,False,"Meanwhile, reports recently surfaced of ""Habal"" drivers and students aviling Habal Services being asked for their IDs before entering the campus.

#UplBupdates
#NotopuvPhaseout",True,False,neutral,0.0
https://x.com/uplbperspective/status/1861715212887552415,https://twitter.com/uplbperspective/status/1861715212887552415,1861715212887552415,"These electric microbuses were first seen roaming campus premises and travelling the UPLB-UPRHS-Jubileeville route last November 12.

#UPLBupdates
#NoToPUVPhaseout",0,1,0,0,Wed Nov 27 10:14:30 +0000 2024,0,False,False,"These electric microbuses were first seen roaming campus premises and traveling the UPLB-UPRHS-Jubileeville Route last November 12.

#UplBupdates
#NotopuvPhaseout",True,False,neutral,0.0
https://x.com/uplbperspective/status/1861715209632846038,https://twitter.com/uplbperspective/status/1861715209632846038,1861715209632846038,"The event is also reportedly a part of the celebration of the 17th Global Warming and Climate Change Consciousness Week.

Among those present include Gov. Ramil Hernandez, Tipaklong, and AssemblyPoint Inc., the company who made the e-jeepneys.

#UPLBupdates
#NoToPUVPhaseout",0,1,0,0,Wed Nov 27 10:14:29 +0000 2024,0,False,False,"The event is also reportedly a part of the celebration of the 17th global warming and climate change consciousness week.

Among those present include Gov.Ramil Hernandez, Tipaklong, and Assemblypoint Inc., the company who made the E-jeepneys.

#UplBupdates
#NotopuvPhaseout",True,False,positive,0.1531
https://x.com/markymarksworld/status/1911745145906553283,https://twitter.com/markymarksworld/status/1911745145906553283,1911745145906553283,"Kaya ako, yes to Jeepney Drivers Phaseout. 😭😭😭 Ayaw lang natin i admit, pero ang mga jeepney drivers natin kulang sa education. Anjan yung magbababa sa unloading area, at kung saan congested ang traffic. For me, dapat professional DL sila and mahigpit yung training.",0,0,1,0,Mon Apr 14 11:35:35 +0000 2025,0,False,True,"So I, yes to jeepney drivers phaseout.😭😭😭 We just don't want to admit, but our jeepney drivers lack education.It will be lowered to the unloading area, and where the traffic is congested.For me, they should be a professional DL and the training is strict.",True,True,negative,-0.8057
https://x.com/AnnoyngBeeyatch/status/1911665051939078463,https://twitter.com/AnnoyngBeeyatch/status/1911665051939078463,1911665051939078463,"@MMDA No to Jeepney phaseout, yes sa barubal and kamote drivers phaseout. Periodt!",0,0,0,0,Mon Apr 14 06:17:20 +0000 2025,0,False,False,"@MMDA no to jeepney phaseout, yes to Barubal and Kamote drivers phaseout.Periodt!",True,False,positive,0.2003
https://x.com/__nepenthe888/status/1911593937695051794,https://twitter.com/__nepenthe888/status/1911593937695051794,1911593937695051794,"No to jeepney phaseout.

Kawawa naman yung jeepney driver.

Dun sa namatay, condolence na lang po. Wala naman may gusto ng aksidente. Mahirap lang yung jeepney driver kaya no yo jeepney phaseout ☺️",0,0,0,0,Mon Apr 14 01:34:45 +0000 2025,0,False,True,"No to jeepney phaseout.

Poor jeepney driver.

Dun to the dead, just condolence.No one wants an accident.The jeepney driver is just difficult so no yo jeepney phaseout ☺️",True,False,negative,-0.8993
https://x.com/Adm_Magellan/status/1911404848416768413,https://twitter.com/Adm_Magellan/status/1911404848416768413,1911404848416768413,"@News5PH Another reason why jeepney phaseout is a must. Otherwise the Govt should be the one hiring who can drive a public vehicle...

Tsktsk....",0,0,1,0,Sun Apr 13 13:03:22 +0000 2025,0,False,False,"@News5ph another reason why jeepney phaseout is a must.Otherwise the govt should be the one hiring who can drive a public vehicle ...

Tsktsk ....",True,True,neutral,0.0
https://x.com/SidRanter/status/1911399996278054964,https://twitter.com/SidRanter/status/1911399996278054964,1911399996278054964,@News5PH Yan ang rason kung bakit may jeepney phaseout na programa si #FPRRD. Ngayon alam mo na @SenGracePOE,0,2,1,0,Sun Apr 13 12:44:05 +0000 2025,0,False,False,@News5PH that's the reason why #FPRRD has a jeepney phaseout program.Now you know that @sengracepoe,True,True,neutral,0.0
https://x.com/JustRouIt/status/1911393361388257651,https://twitter.com/JustRouIt/status/1911393361388257651,1911393361388257651,"Jeepney phaseout? No. Ang dapat i-phaseout ay yung mga lintik na PUV driver na barubal sa kalsada. Mga jeepney drives, bus drivers, UV Express drivers at taxi drivers na siraulo ang dapat tanggalin. Ewan ko ba kung bakit ang dali-dali kumuha ng driver’s license sa Pinas.",0,0,0,0,Sun Apr 13 12:17:43 +0000 2025,0,False,False,"Jeepney phaseout?No.The phaseout is the PUV drivers who are on the road.Jeepney drives, bus drivers, UV express drivers and taxi drivers that are to be removed.Do I know why it is easy to get a driver's license in Pinas.",True,True,positive,0.4404
https://x.com/dailyguardianph/status/1911547697678471425,https://twitter.com/dailyguardianph/status/1911547697678471425,1911547697678471425,"The Western Visayas Alliance of Transport Cooperative and Corporation Inc. (WVATCCI) warned that it would surrender its modernized jeepney units to banks if unconsolidated jeepneys are allowed to resume operations on existing routes.
https://t.co/hW89iiHj9z",0,0,0,0,Sun Apr 13 22:31:00 +0000 2025,0,False,False,"The Western Visayas Alliance of Transport Cooperative and Corporation Inc.(WVATCCI) warned that it would surrender its modernized jeepney units to banks if unconsolidated jeepneys are allowed to resume operations on existing routes.
https://t.co/hw89IIhj9z",True,True,negative,-0.2732
https://x.com/vanessa_ce68702/status/1909429060423631136,https://twitter.com/vanessa_ce68702/status/1909429060423631136,1909429060423631136,"@quicky_tweets @newswatchplusph Yung rights nang simpleng jeepney driver na pinahuli dahil gusto lang kumita nang pera.80yrs old hinuli utos nang presidente na e modernized LAHAT nang jeepney. gusto nya sundin LAHAT?Anong gusto nya?gutumin Ang jeepney drivers?si tatang pinilit mamasada Kasi Wala na makain,huli",0,1,0,0,Tue Apr 08 02:12:18 +0000 2025,0,False,False,@quicky_tweets @newswatchplusph the rights of the simple jeepney driver who was late because they just wanted to make money.80yrs old arrested the president's command that e modernized all jeepneys.Does he want to obey everything? What does he want? Guide the jeepney drivers?,True,False,negative,-0.466
https://x.com/AbayaFlora61715/status/1906898924339913011,https://twitter.com/AbayaFlora61715/status/1906898924339913011,1906898924339913011,"@gmanews Win win approach jeepney with modernatiation, an iconic brand modernized, Filipino owned, what a genius idea, let us go with it and embrace the menial disadvantages which will outweigh all the apparent advantages, Filipino first mentality.",0,0,0,0,Tue Apr 01 02:38:26 +0000 2025,0,False,False,"@gmanews win win approach jeepney with modernatiation, an iconic brand modernized, Filipino owned, what a genius idea, let us go with it and embrace the menial disadvantages which will outweigh all the apparent advantage, Filipino first mentality.",True,True,positive,0.8481
https://x.com/DigicastNegros/status/1897804924198830093,https://twitter.com/DigicastNegros/status/1897804924198830093,1897804924198830093,"Modernized jeepney 
conductor falls, dies 
https://t.co/mIYCe1L5DT",0,0,0,0,Fri Mar 07 00:22:08 +0000 2025,0,False,False,"Modernized jeepney
Conductor falls, dies
https://t.co/Miyce1L5DT",True,False,neutral,0.0
